ID,NAME,ADDRESS,CITY,STATE,Type of school,ZIP,TELEPHONE,COUNTY,COUNTYFIPS,COUNTRY,WEBSITE,ALIAS,TOTAL_ENROLLMENT
843,YALE-NEW HAVEN HOSPITAL DIETETIC INTERNSHIP,20 YORK ST EPB 806,NEW HAVEN,CT,OTHER TECHNICAL AND TRADE SCHOOLS,6510,(203) 688-8822,NEW HAVEN,9009,USA,www.ynhh.org,NOT AVAILABLE,-999
844,WILMINGTON UNIVERSITY,320 DUPONT HWY,NEW CASTLE,DE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",19720,(877) 967-5464,NEW CASTLE,10003,USA,www.wilmu.edu,NOT AVAILABLE,14170
845,AMERICAN UNIVERSITY,4400 MASSACHUSETTS AVE NW,WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20016,(202) 885-1000,DISTRICT OF COLUMBIA,11001,USA,WWW.AMERICAN.EDU,NOT AVAILABLE,13858
846,ADVENTIST UNIVERSITY OF HEALTH SCIENCES,671 WINYAH DRIVE,ORLANDO,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",32803,(407) 303-7742,ORANGE,12095,USA,www.adu.edu,FLORIDA HOSPITAL COLLEGE,1809
847,WITHLACOOCHEE TECHNICAL COLLEGE,1201 W MAIN ST,INVERNESS,FL,OTHER TECHNICAL AND TRADE SCHOOLS,34450,(352) 726-2430,CITRUS,12017,USA,www.wtcollege.org,WTC,160
848,UNIVERSITY OF THE CUMBERLANDS,6191 COLLEGE STATION DRIVE,WILLIAMSBURG,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",40769,(606) 549-2200,WHITLEY,21235,USA,www.ucumberlands.edu,CUMBERLAND COLLEGE,10097
849,VANGUARD COLLEGE OF COSMETOLOGY-SLIDELL,740 OAK HARBOR BLVD,SLIDELL,LA,COSMETOLOGY AND BARBER SCHOOLS,70458,(985) 643-2614,ST. TAMMANY,22103,USA,paulmitchell.edu/slidell,NOT AVAILABLE,103
850,BOWIE STATE UNIVERSITY,14000 JERICHO PARK RD,BOWIE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20715,(301) 860-4000,PRINCE GEORGE'S,24033,USA,www.bowiestate.edu,NOT AVAILABLE,6148
851,CAPITOL TECHNOLOGY UNIVERSITY,11301 SPRINGFIELD RD,LAUREL,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20708,(301) 369-2800,PRINCE GEORGE'S,24033,USA,www.captechu.edu,NOT AVAILABLE,736
852,COPPIN STATE UNIVERSITY,2500 WEST NORTH AVENUE,BALTIMORE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21216,(410) 951-3000,BALTIMORE,24510,USA,www.coppin.edu,COPPIN,2893
853,HARFORD COMMUNITY COLLEGE,401 THOMAS RUN RD,BEL AIR,MD,JUNIOR COLLEGES,21015,(443) 412-2000,HARFORD,24025,USA,www.harford.edu,NOT AVAILABLE,6109
854,HOOD COLLEGE,401 ROSEMONT AVE,FREDERICK,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21701,(301) 663-3131,FREDERICK,24021,USA,www.hood.edu,HOOD,2112
855,UNIVERSITY OF MARYLAND EASTERN SHORE,J.T. WILLIAMS HALL,PRINCESS ANNE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21853,(410) 651-2200,SOMERSET,24039,USA,www.umes.edu,UMES,3490
856,ST. JOHN'S COLLEGE,60 COLLEGE AVE,ANNAPOLIS,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21401,(410) 263-2371,ANNE ARUNDEL,24003,USA,www.sjc.edu,SJC,513
857,MCDANIEL COLLEGE,2 COLLEGE HILL,WESTMINSTER,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21157,(410) 848-7000,CARROLL,24013,USA,www.mcdaniel.edu,NOT AVAILABLE,2819
858,WHEELOCK COLLEGE,200 RIVERWAY,BOSTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2215,(617) 879-2000,SUFFOLK,25025,USA,www.wheelock.edu,NOT AVAILABLE,890
859,ACADEMY COLLEGE,"1600 W. 82ND STREET, SUITE 100",BLOOMINGTON,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",55431,(952) 851-0066,HENNEPIN,27053,USA,www.academycollege.edu,NOT AVAILABLE,65
860,CONCORDIA SEMINARY,801 SEMINARY PLACE,SAINT LOUIS,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",63105,(314) 505-7000,ST. LOUIS,29189,USA,www.csl.edu,NOT AVAILABLE,532
861,FONTBONNE UNIVERSITY,6800 WYDOWN BLVD,SAINT LOUIS,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",63105,(314) 862-3456,ST. LOUIS,29189,USA,https://www.fontbonne.edu,NOT AVAILABLE,1375
862,A T STILL UNIVERSITY OF HEALTH SCIENCES,800 W JEFFERSON,KIRKSVILLE,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",63501,(660) 626-2121,ADAIR,29001,USA,WWW.ATSU.EDU,NOT AVAILABLE,3723
863,ACADEMY OF COSMETOLOGY,133 W MENDENHALL,BOZEMAN,MT,COSMETOLOGY AND BARBER SCHOOLS,59715,(406) 587-1264,GALLATIN,30031,USA,www.academycosmetology.com,NOT AVAILABLE,31
864,AANIIIH NAKODA COLLEGE,269 BLACKFEET AVENUE AGENCY,HARLEM,MT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",59526,(406) 353-2607,BLAINE,30005,USA,www.ancollege.edu,NOT AVAILABLE,122
865,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,300 POMPTON RD,WAYNE,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",7470,(973) 720-2000,PASSAIC,34031,USA,www.wpunj.edu,NOT AVAILABLE,10252
866,YESHIVA OF FAR ROCKAWAY DERECH AYSON RABBINICAL SEMINARY,802 HICKSVILLE RD,FAR ROCKAWAY,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",11691,(718) 327-7600,QUEENS,36081,USA,www.yeshivafarrockaway.com,NOT AVAILABLE,33
867,WINSTON SALEM BARBER SCHOOL,1531 SILAS CREEK PKY,WINSTON-SALEM,NC,COSMETOLOGY AND BARBER SCHOOLS,27127,(336) 724-1459,FORSYTH,37067,USA,www.wsbarberschool.com,NOT AVAILABLE,50
868,BRIGHTWOOD CAREER INSTITUTE-PHILADELPHIA,3010 MARKET STREET,PHILADELPHIA,PA,JUNIOR COLLEGES,19104,(215) 594-4020,PHILADELPHIA,42101,USA,www.brightwoodcareer.edu,FORMERLY KAPLAN CAREER INSTITUTE-PHILADELPHIA,424
869,WIDENER UNIVERSITY,ONE UNIVERSITY PLACE,CHESTER,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",19013,(610) 499-4000,DELAWARE,42045,USA,www.widener.edu,NOT AVAILABLE,6518
870,GEORGE MASON UNIVERSITY,4400 UNIVERSITY DR,FAIRFAX,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",22030,(703) 993-1000,FAIRFAX,51059,USA,https://www2.gmu.edu/,MASON,35984
871,UNIVERSIDAD METROPOLITANA,1399 AVE. ANA G. MÉNDEZ,SAN JUAN,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",926,(787) 766-1717 EXT 6400,SAN JUAN,72127,PRI,umet.suagm.edu/,UMET,13003
872,UNIVERSIDAD DEL TURABO,CARR. # 189 KM 3.3,GURABO,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",778,(787) 743-7979 EXT 4000,GURABO,72063,PRI,ut.suagm.edu,UT,17034
873,UNIVERSITY OF THE DISTRICT OF COLUMBIA-DAVID A CLARKE SCHOOL OF LAW,4340 CONNECTICUT AVE NW,WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20008,(202) 274-7400,DISTRICT OF COLUMBIA,11001,USA,www.law.udc.edu,NOT AVAILABLE,282
874,REMINGTON COLLEGE-MOBILE CAMPUS,828 DOWNTOWNER LOOP W,MOBILE,AL,JUNIOR COLLEGES,36609,(251) 343-8200,MOBILE,1097,USA,www.remingtoncollege.edu/mobile-alabama-colleges-campus,NOT AVAILABLE,373
875,FORTIS COLLEGE,7033 AIRPORT BLVD.,MOBILE,AL,JUNIOR COLLEGES,36608,(251) 344-1203 EXT 3111,MOBILE,1097,USA,www.fortis.edu,FORTIS COLLEGE - MOBILE,375
876,ABC BEAUTY ACADEMY,2109 BUCKINGHAM RD.,RICHARDSON,TX,COSMETOLOGY AND BARBER SCHOOLS,75081,(469) 872-0889,DALLAS,48113,USA,www.abcbeautyacademy.webs.com,NOT AVAILABLE,-999
877,AMERICAN BROADCASTING SCHOOL-ONLINE PROGRAM,4511 SE 29TH ST,OKLAHOMA CITY,OK,OTHER TECHNICAL AND TRADE SCHOOLS,73115,(888) 677-5227,OKLAHOMA,40109,USA,radioschoolonline.com/homechat.htm,NOT AVAILABLE,34
878,UNIVERSAL TRAINING INSTITUTE,174 JEFFERSON STREET,PERTH AMBOY,NJ,OTHER TECHNICAL AND TRADE SCHOOLS,8861,(732) 826-0155,MIDDLESEX,34023,USA,www.universaluti.com,NOT AVAILABLE,140
879,UTAH COLLEGE OF MASSAGE THERAPY-HOUSTON,13163 NORTHWEST FREEWAY   STE. A,HOUSTON,TX,OTHER TECHNICAL AND TRADE SCHOOLS,77040,(713) 425-1585,HARRIS,48201,USA,www.texasmassagetherapy.com,TEXAS CENTER FOR MASSAGE THERAPY,277
880,ACADEMY OF INTERACTIVE ENTERTAINMENT,305 HARRISON ST STE 405,SEATTLE,WA,OTHER TECHNICAL AND TRADE SCHOOLS,98109,(206) 428-6350,KING,53033,USA,www.theaie.us,AIE,142
881,BISHOP STATE COMMUNITY COLLEGE,351 NORTH BROAD STREET,MOBILE,AL,JUNIOR COLLEGES,36603,(251) 405-7000,MOBILE,1097,USA,www.bishop.edu,NOT AVAILABLE,3233
882,PONTIFICAL FACULTY OF THE IMMACULATE CONCEPTION AT THE DOMINICAN HOUSE OF STUDIES,"487 MICHIGAN AVE, NE",WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20017,(202) 495-3820,DISTRICT OF COLUMBIA,11001,USA,www.dhs.edu/,DHS | PONTIFICAL FACULTY OF THE IMMACULATE CONCEPTION | COLLEGE OF THE IMMACULATE CONCEPTION,102
883,GALLAUDET UNIVERSITY,"800 FLORIDA AVE, NE",WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20002,(202) 651-5000,DISTRICT OF COLUMBIA,11001,USA,www.gallaudet.edu,NOT AVAILABLE,1578
884,HOWARD UNIVERSITY,2400 SIXTH ST NW,WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",20059,(202) 806-6100,DISTRICT OF COLUMBIA,11001,USA,www.howard.edu,HU,9392
885,AI MIAMI INTERNATIONAL UNIVERSITY OF ART AND DESIGN,1501 BISCAYNE BOULEVARD,MIAMI,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",33132,(305) 428-5700,MIAMI-DADE,12086,USA,www.artinstitutes.edu/miami/,NOT AVAILABLE,1461
886,TOM P HANEY TECHNICAL CENTER,3016 HWY 77 N,PANAMA CITY,FL,COSMETOLOGY AND BARBER SCHOOLS,32405,(850) 767-5500,BAY,12005,USA,www.bayschools.com/htc,HANEY TECHNICAL CENTER,422
887,WILLIAM T MCFATTER TECHNICAL COLLEGE,6500 NOVA DRIVE,DAVIE,FL,OTHER TECHNICAL AND TRADE SCHOOLS,33317,(754) 321-5700,BROWARD,12011,USA,www.mcfattertechnicalcollege.edu/,NOT AVAILABLE,1043
888,UNION COLLEGE,310 COLLEGE ST,BARBOURVILLE,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",40906,(606) 546-4151,KNOX,21121,USA,www.unionky.edu,NOT AVAILABLE,1309
889,GARRETT COLLEGE,687 MOSSER ROAD,MCHENRY,MD,JUNIOR COLLEGES,21541,(301) 387-3000,GARRETT,24023,USA,www.garrettcollege.edu,GARRETT COMMUNITY COLLEGE|GARRETT|GCC|GC,673
890,HOWARD COMMUNITY COLLEGE,10901 LITTLE PATUXENT PKWY,COLUMBIA,MD,JUNIOR COLLEGES,21044,(443) 518-1000,HOWARD,24027,USA,www.howardcc.edu,HCC|HOWARD COUNTY COMMUNITY COLLEGE|HOWRAD COMMUNITY COLLEGE|HCCC|HOWARD COUNTY COLLEGE|COLUMBIA COMMUNITY COLLEGE|HOWARD COLLEGE,9476
891,AVEDA INSTITUTE-MARYLAND,227 ARCHER ST,BEL AIR,MD,COSMETOLOGY AND BARBER SCHOOLS,21014,(410) 838-0845 EXT 10,HARFORD,24025,USA,avedainstitutemd.edu,AVEDA INSTITUTE MARYLAND,37
892,LOYOLA UNIVERSITY MARYLAND,4501 N CHARLES ST,BALTIMORE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21210,(410) 617-2000,BALTIMORE,24510,USA,www.loyola.edu,NOT AVAILABLE,5783
893,"UNIVERSITY OF MARYLAND, BALTIMORE",620 WEST LEXINGTON ST,BALTIMORE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21201,(410) 706-3100,BALTIMORE,24510,USA,www.umaryland.edu,NOT AVAILABLE,6703
894,MARYLAND INSTITUTE COLLEGE OF ART,1300 MOUNT ROYAL AVENUE,BALTIMORE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21217,(410) 669-9200,BALTIMORE,24510,USA,www.mica.edu,MICA,2128
895,STEVENSON UNIVERSITY,1525 GREENSPRING VALLEY RD,STEVENSON,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",21153,(410) 486-7000,BALTIMORE,24005,USA,www.stevenson.edu,NOT AVAILABLE,3876
896,BAY STATE SCHOOL OF TECHNOLOGY,225 TURNPIKE ST,CANTON,MA,OTHER TECHNICAL AND TRADE SCHOOLS,2021,(781) 828-3434,NORFOLK,25021,USA,www.baystatetech.org,NOT AVAILABLE,120
897,UNIVERSITY OF MASSACHUSETTS-AMHERST,374 WHITMORE BUILDING 181 PRESIDENTS DRIVE,AMHERST,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1003,(413) 545-0111,HAMPSHIRE,25015,USA,www.umass.edu,UMASS AMHERST,30340
898,UNIVERSITY OF MICHIGAN-DEARBORN,4901 EVERGREEN RD,DEARBORN,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",48128,(313) 593-5000,WAYNE,26163,USA,umdearborn.edu/,UM-D,9330
899,ARGOSY UNIVERSITY-TWIN CITIES,1515 CENTRAL PARKWAY,EAGAN,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",55121,(651) 846-2882,DAKOTA,27037,USA,www.argosy.edu/twincities/,NOT AVAILABLE,1346
900,SIERRA NEVADA COLLEGE,999 TAHOE BLVD.,INCLINE VILLAGE,NV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",89451,(775) 831-1314,WASHOE,32031,USA,www.sierranevada.edu,SNC,965
901,THE JUILLIARD SCHOOL,60 LINCOLN CENTER PLAZA,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",10023,(212) 799-5000,NEW YORK,36061,USA,www.juilliard.edu/,JUILLIARD,927
902,ULSTER COUNTY COMMUNITY COLLEGE,491 COTTEKILL RD,STONE RIDGE,NY,JUNIOR COLLEGES,12484,(845) 687-5000,ULSTER,36111,USA,WWW.SUNYULSTER.EDU,SUNY ULSTER,3560
903,UNITED TALMUDICAL SEMINARY,191 RODNEY ST.,BROOKLYN,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",11211,(718) 963-9770,KINGS,36047,USA,utsny.edu,NOT AVAILABLE,2722
904,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,1400 SPRING GARDEN ST,GREENSBORO,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",27402,(336) 334-5000,GUILFORD,37081,USA,www.uncg.edu,UNCG,19922
905,LYNCHBURG COLLEGE,1501 LAKESIDE DR,LYNCHBURG,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",24501,(434) 544-8100,LYNCHBURG,51680,USA,www.lynchburg.edu,LYNCHBURG,2810
906,UNIVERSITY OF PUERTO RICO-AGUADILLA,BELT ST. RAMEY BASE,AGUADILLA,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",604,(787) 890-2681 EXT 2207,AGUADILLA,72005,PRI,https://www.uprag.edu,"UPRAG, UNIVERSITY OF PUERTO RICO AT AGUADILLA",3426
907,UNIVERSITY OF PUERTO RICO-ARECIBO,FINCA LAS DUNAS CARR 653 RUTA 129 KM 8,ARECIBO,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",614,(787) 815-0000 EXT 1000,ARECIBO,72013,PRI,www.upra.edu,UPRA,3799
908,UNIVERSITY OF PUERTO RICO-BAYAMON,ROAD 174 #170 MINILLAS INDUSTRIAL PARK,BAYAMON,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",959,(787) 993-0000 EXT 3026,BAYAMÓN,72021,PRI,www.uprb.edu/,UPRB,4531
909,UNIVERSITY OF PUERTO RICO-CAROLINA,CARRETERA 887 BO SAN ANTON,CAROLINA,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",984,(787) 257-0000 EXT 3262,CAROLINA,72031,PRI,www.uprc.edu/,UPRCA,3792
910,UNIVERSITY OF PUERTO RICO-CAYEY,205 ANTONIO R. BARCELO AVE.,CAYEY,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",737,(787) 738-2161,CAYEY,72035,PRI,www.cayey.upr.edu,"UPRC, UPR-CAYEY, UPR AT CAYEY",3496
911,UNIVERSITY OF PUERTO RICO-HUMACAO,CALL BOX 860,HUMACAO,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",792,(787) 850-0000,HUMACAO,72069,PRI,www.uprh.edu,NOT AVAILABLE,3723
912,UNIVERSITY OF PUERTO RICO-MAYAGUEZ,259 BOULEVARD ALFONSO VALDEZ,MAYAGUEZ,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",681,(787) 832-4040,MAYAGÜEZ,72097,PRI,www.uprm.edu,UPRM|RUM|COLEGIO|COLEGIO DE MAYAGÜEZ|UPR-MAYAGUEZ|CAAM|RECINTO DE MAYAGÜEZ|,13481
913,UNIVERSITY OF PUERTO RICO-PONCE,2151 SANTIAGO DE LOS CABALLEROS AVENUE,PONCE,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",716,(787) 844-8181,PONCE,72113,PRI,www.uprp.edu,UPR-PONCE,3150
914,THE SALON PROFESSIONAL ACADEMY-APPLETON,3355 W COLLEGE AVE,APPLETON,WI,COSMETOLOGY AND BARBER SCHOOLS,54915,(920) 968-0433 EXT 22,OUTAGAMIE,55087,USA,www.tspaappleton.com,NOT AVAILABLE,52
915,WASHINGTON BARBER COLLEGE INC,5300 WEST 65TH STREET,LITTLE ROCK,AR,COSMETOLOGY AND BARBER SCHOOLS,72209,(501) 568-8800,PULASKI,5119,USA,www.washingtonbarbercollege.edu/,NOT AVAILABLE,63
916,EMPIRE BEAUTY SCHOOL-S MEMPHIS,804 S HIGHLAND ST,MEMPHIS,TN,COSMETOLOGY AND BARBER SCHOOLS,38111,(800) 920-4593,SHELBY,47157,USA,www.empire.edu,NOT AVAILABLE,92
917,EMPIRE BEAUTY SCHOOL-CHARLOTTE,4901-B N TRYON ST,CHARLOTTE,NC,COSMETOLOGY AND BARBER SCHOOLS,28213,(800) 920-4593,MECKLENBURG,37119,USA,www.empire.edu,NOT AVAILABLE,81
918,EMPIRE BEAUTY SCHOOL-E GREENSBORO,2001 E WENDOVER AVE,GREENSBORO,NC,COSMETOLOGY AND BARBER SCHOOLS,27405,(800) 920-4593,GUILFORD,37081,USA,www.empire.edu,NOT AVAILABLE,82
919,EMPIRE BEAUTY SCHOOL-WINSTON-SALEM,7740 N POINT BLVD,WINSTON-SALEM,NC,COSMETOLOGY AND BARBER SCHOOLS,27106,(800) 920-4593,FORSYTH,37067,USA,www.empire.edu,NOT AVAILABLE,70
920,EMPIRE BEAUTY SCHOOL-N MEMPHIS,3250 COLEMAN RD,MEMPHIS,TN,COSMETOLOGY AND BARBER SCHOOLS,38128,(800) 920-4593,SHELBY,47157,USA,www.empire.edu,NOT AVAILABLE,67
921,PRINCETON THEOLOGICAL SEMINARY,64 MERCER ST,PRINCETON,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",8542,(609) 921-8300,MERCER,34021,USA,www.ptsem.edu,"PRINCETON SEMINARY, PTS",502
922,THE AILEY SCHOOL,405 W 55TH STREET,NEW YORK,NY,OTHER TECHNICAL AND TRADE SCHOOLS,10019,(212) 405-9008,NEW YORK,36061,USA,www.theaileyschool.edu,NOT AVAILABLE,113
923,CUNY BERNARD M BARUCH COLLEGE,ONE BERNARD BARUCH WAY (55 LEXINGTON AVE AT 24TH ST),NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",10010,(646) 312-1000,NEW YORK,36061,USA,www.baruch.cuny.edu,BARUCH | BARUCH COLLEGE,18289
924,MANDL SCHOOL-THE COLLEGE OF ALLIED HEALTH,254 W 54TH ST,NEW YORK,NY,JUNIOR COLLEGES,10019,(212) 247-3434 EXT 136,NEW YORK,36061,USA,www.mandl.edu,MANDL SCHOOL - THE COLLEGE OF ALLIED HEALTH,598
925,EMPIRE BEAUTY SCHOOL-MANHATTAN,22 W 34TH ST,NEW YORK,NY,COSMETOLOGY AND BARBER SCHOOLS,10001,(800) 920-4593,NEW YORK,36061,USA,www.empire.edu,NOT AVAILABLE,481
926,TEACHERS COLLEGE AT COLUMBIA UNIVERSITY,525 W 120TH ST,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",10027,(212) 678-3000,NEW YORK,36061,USA,www.tc.columbia.edu,TEACHERS COLLEGE,4701
927,NORTH DAKOTA STATE UNIVERSITY-MAIN CAMPUS,1301  12TH AVENUE NORTH,FARGO,ND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",58108,(701) 231-8011,CASS,38017,USA,https://www.ndsu.edu,"NORTH DAKOTA STATE UNIVERSITY, NDSU",14358
928,BRIDGEWATER COLLEGE,402 E COLLEGE ST,BRIDGEWATER,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",22812,(540) 828-8000,ROCKINGHAM,51165,USA,https://www.bridgewater.edu/about-us,BC|BRIDGEWATER,1889
929,LONGWOOD UNIVERSITY,201 HIGH ST,FARMVILLE,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",23909,(434) 395-2000,PRINCE EDWARD,51147,USA,www.longwood.edu,NOT AVAILABLE,5074
930,VANITY SCHOOL OF COSMETOLOGY,5236 DETROIT RD,SHEFFIELD VILLAGE,OH,COSMETOLOGY AND BARBER SCHOOLS,44035,(440) 934-3353,LORAIN,39093,USA,vanity.edu,NOT AVAILABLE,39
931,SUMMIT SALON ACADEMY-PERRYSBURG,116 W S BOUNDARY ST,PERRYSBURG,OH,COSMETOLOGY AND BARBER SCHOOLS,45551,(419) 873-9999 EXT 3,WOOD,39173,USA,www.summitsalonacademyperrysburg.edu,SUMMIT SALON ACADEMY-PERRYSBURG,57
932,ACADEMY FOR CAREERS AND TECHNOLOGY,2697 E HWY 76,MULLINS,SC,OTHER TECHNICAL AND TRADE SCHOOLS,29574,(843) 423-1941,MARION,45067,USA,www.mcact.org,NOT AVAILABLE,39
933,AIKEN SCHOOL OF COSMETOLOGY AND BARBERING,225 RICHLAND AVE EAST,AIKEN,SC,COSMETOLOGY AND BARBER SCHOOLS,29801,(803) 644-7133,AIKEN,45003,USA,www.aikenschoolofcosmetology.com,NOT AVAILABLE,66
934,ADVANCED BEAUTY COLLEGE,3959 N. BELTLINE RD.,IRVING,TX,COSMETOLOGY AND BARBER SCHOOLS,75038,(214) 492-2076,DALLAS,48113,USA,www.advancedbeautycollege.net,ABC,48
935,THE SALON PROFESSIONAL ACADEMY-LEWISVILLE,2440 B STEMMONS FWY,LEWISVILLE,TX,COSMETOLOGY AND BARBER SCHOOLS,75067,(972) 420-7036,DENTON,48121,USA,www.tspadallas.com,NOT AVAILABLE,97
936,THE SALON PROFESSIONAL ACADEMY-ONALASKA,566 THEATER RD,ONALASKA,WI,COSMETOLOGY AND BARBER SCHOOLS,54650,(608) 783-7400,LA CROSSE,55063,USA,salonproacademy.com/,NOT AVAILABLE,72
937,UNIVERSAL TECHNICAL INSTITUTE - DALLAS FORT WORTH,5151 REGENT BLVD.,IRVING,TX,OTHER TECHNICAL AND TRADE SCHOOLS,75063,(800) 504-8786,DALLAS,48113,USA,www.uti.edu,UNIVERSAL TECHNICAL INSTITUTE - DALLAS/FORT WORTH,1167
938,TRIBECA FLASHPOINT COLLEGE,28 NORTH CLARK STREET,CHICAGO,IL,FINE ARTS SCHOOLS,60602,(312) 506-0725,COOK,17031,USA,www.tribecaflashpoint.edu/,TRIBECA FLASHPOINT,314
939,VIRGINIA COLLEGE-BATON ROUGE,9501 CORTANA PLACE,BATON ROUGE,LA,JUNIOR COLLEGES,70815,(225) 236-3900,EAST BATON ROUGE,22033,USA,www.vc.edu,NOT AVAILABLE,627
940,VIRGINIA COLLEGE-MACON,1901 PAUL WALSH DRIVE,MACON,GA,JUNIOR COLLEGES,31206,(478) 803-4600 EXT 4831,BIBB,13021,USA,www.vc.edu,NOT AVAILABLE,298
941,ACADEMY FOR SALON PROFESSIONALS,2238 EL CAMINO REAL,SANTA CLARA,CA,COSMETOLOGY AND BARBER SCHOOLS,95050,NOT AVAILABLE,SANTA CLARA,6085,USA,NOT AVAILABLE,NOT AVAILABLE,-999
942,SUMMIT SALON ACADEMY-KOKOMO,1012 SOUTH REED ROAD,KOKOMO,IN,COSMETOLOGY AND BARBER SCHOOLS,46901,(765) 454-9840,HOWARD,18067,USA,kokomotspa.com/,NOT AVAILABLE,86
943,TREND SETTERS' ACADEMY OF BEAUTY CULTURE-LOUISVILLE,8111 PRESTON HIGHWAY,LOUISVILLE,KY,COSMETOLOGY AND BARBER SCHOOLS,40219,(502) 962-7710,JEFFERSON,21111,USA,www.trendsettersabc.com,NOT AVAILABLE,44
944,UNITECH TRAINING ACADEMY-ALEXANDRIA,7228 ENGLAND DRIVE,ALEXANDRIA,LA,OTHER TECHNICAL AND TRADE SCHOOLS,71301,(337) 988-4042,RAPIDES,22079,USA,www.unitechtrainingacademy.com,NOT AVAILABLE,82
945,UNITECH TRAINING ACADEMY-LAKE CHARLES,2827 4TH AVENUE,LAKE CHARLES,LA,OTHER TECHNICAL AND TRADE SCHOOLS,70601,(337) 988-4042,CALCASIEU,22019,USA,www.unitechtrainingacademy.com,NOT AVAILABLE,84
